ESDT,PC,VolOfEff,SVI
21/08/2020,2834.198975,0,50
20/08/2020,2831.695068,0,46
19/08/2020,2829.187012,0,50
18/08/2020,2826.676025,0,50
17/08/2020,2824.177979,0,40
16/08/2020,2821.680908,0,50
15/08/2020,2819.135986,0,44
14/08/2020,2816.613037,0,50
13/08/2020,2814.10791,0,50
12/08/2020,2811.5979,0,42
11/08/2020,2809.084961,0,42
10/08/2020,2806.575928,0,40
09/08/2020,2804.051025,0,40
08/08/2020,2801.545898,0,55
07/08/2020,2799.050049,0,55
06/08/2020,2796.549072,0,45
05/08/2020,2794.062988,0,30
04/08/2020,2791.566895,0,30
03/08/2020,2789.073975,0,50
02/08/2020,2786.590088,0,40
01/08/2020,2784.12793,0,40
31/07/2020,2781.666992,0,40
30/07/2020,2779.185059,0,40
29/07/2020,2776.706055,0,46
28/07/2020,2774.2229,0,30
27/07/2020,2771.735107,0,30
26/07/2020,2769.362061,0,40
25/07/2020,2766.834961,0,35
24/07/2020,2764.429932,0,44
23/07/2020,2761.958984,0,40
22/07/2020,2759.488037,0,40
21/07/2020,2757.016113,0,35
20/07/2020,2754.539063,0,35
19/07/2020,2752.056885,0,40
18/07/2020,2749.580078,0,30
17/07/2020,2747.102051,0,30
16/07/2020,2744.581055,0,30
15/07/2020,2742.050049,0,35
14/07/2020,2739.544922,0,40
13/07/2020,2737.060059,0,35
12/07/2020,2734.566895,0,50
11/07/2020,2732.302979,0,50
10/07/2020,2730.235107,0,50
09/07/2020,2728.815918,0,50
08/07/2020,2726.374023,0,40
07/07/2020,2723.884033,0,60
06/07/2020,2721.4021,0,60
05/07/2020,2718.937988,0,50
04/07/2020,2716.462891,0,60
03/07/2020,2713.966064,0,55
02/07/2020,2711.4729,0,55
01/07/2020,2708.987061,0,60
30/06/2020,2706.513916,0,50
29/06/2020,2704.028076,0,50
28/06/2020,2701.537109,0,50
27/06/2020,2699.059082,0,50
26/06/2020,2698.219971,0,50
25/06/2020,2694.066895,0,52
24/06/2020,2691.556885,0,25
23/06/2020,2689.167969,0,25
22/06/2020,2686.624023,0,25
21/06/2020,2684.118896,0,25
20/06/2020,2681.625,0,25
19/06/2020,2679.541016,0,25
18/06/2020,2678.00708,0,25
17/06/2020,2676.636963,0,25
16/06/2020,2675.435059,0,25
15/06/2020,2673.841064,0,25
14/06/2020,2672.448975,0,25
13/06/2020,2671.023926,0,25
12/06/2020,2668.785889,0,0
11/06/2020,2666.613037,0,0
10/06/2020,2664.378906,0,0
09/06/2020,2662.25708,0,0
08/06/2020,2660.254883,0,0
07/06/2020,2658.087891,0,0
06/06/2020,2656.116943,0,0
05/06/2020,2654.120117,0,40
04/06/2020,2651.687012,0,40
03/06/2020,2649.543945,0,32
02/06/2020,2647.041992,0,40
01/06/2020,2644.5271,0,60
31/05/2020,2641.958984,0,40
30/05/2020,2639.410889,0,40
29/05/2020,2636.879883,0,40
28/05/2020,2634.363037,0,40
27/05/2020,2631.853027,0,30
26/05/2020,2629.332031,0,30
25/05/2020,2626.789063,0,30
24/05/2020,2624.189941,0,40
23/05/2020,2621.60791,0,45
22/05/2020,2619.395996,0,45
21/05/2020,2616.957031,0,45
20/05/2020,2614.450928,0,44
19/05/2020,2611.927979,0,37
18/05/2020,2609.399902,0,50
17/05/2020,2606.845947,0,50
16/05/2020,2604.322998,0,50
15/05/2020,2601.779053,0,35
14/05/2020,2599.233887,0,40
13/05/2020,2596.687988,0,56
12/05/2020,2594.136963,0,56
11/05/2020,2591.603027,0,56
10/05/2020,2589.037109,0,65
09/05/2020,2586.465088,0,70
08/05/2020,2583.935059,0,70
07/05/2020,2581.337891,0,40
06/05/2020,2578.763916,0,40
05/05/2020,2576.22998,0,70
04/05/2020,2573.687988,0,70
03/05/2020,2571.167969,0,80
02/05/2020,2568.611084,0,80
01/05/2020,2566.079102,0,85
30/04/2020,2563.571045,0,80
29/04/2020,2560.978027,0,150
28/04/2020,2558.458984,0,150
27/04/2020,2555.906006,0,100
26/04/2020,2553.500977,0,120
25/04/2020,2550.969971,0,100
24/04/2020,2548.467041,0,110
23/04/2020,2545.949951,0,120
22/04/2020,2543.443115,0,110
21/04/2020,2540.903076,0,120
20/04/2020,2538.376953,0,90
19/04/2020,2535.833008,0,90
18/04/2020,2533.306885,0,100
17/04/2020,2530.795898,0,87
16/04/2020,2528.288086,0,80
15/04/2020,2525.766113,0,80
14/04/2020,2523.24292,0,80
13/04/2020,2520.730957,0,90
12/04/2020,2518.434082,0,100
11/04/2020,2515.89502,0,100
10/04/2020,2513.378906,0,100
09/04/2020,2510.862061,0,100
08/04/2020,2508.3479,0,100
07/04/2020,2505.825928,0,70
06/04/2020,2503.306885,0,80
05/04/2020,2500.794922,0,80
04/04/2020,2498.24292,0,80
03/04/2020,2495.702881,0,90
02/04/2020,2493.284912,0,90
01/04/2020,2490.756104,0,55
31/03/2020,2488.233887,0,55
30/03/2020,2485.691895,0,90
29/03/2020,2483.139893,0,90
28/03/2020,2480.605957,0,80
27/03/2020,2478.184082,0,68
26/03/2020,2475.636963,0,68
25/03/2020,2475.138916,0,68
24/03/2020,2470.575928,0,65
23/03/2020,2468.041016,0,65
22/03/2020,2465.51001,0,80
21/03/2020,2460.430908,0,80
20/03/2020,2457.9021,0,70
18/03/2020,2455.37207,0,80
17/03/2020,2452.835938,0,80
16/03/2020,2450.422119,0,65
15/03/2020,2447.991943,0,70
14/03/2020,2445.493896,0,70
13/03/2020,2442.919922,0,70
12/03/2020,2440.386963,0,60
11/03/2020,2437.985107,0,40
10/03/2020,2435.885986,0,0
09/03/2020,2434.608887,0,0
08/03/2020,2433.325928,0,0
07/03/2020,2432.034912,0,0
06/03/2020,2430.741943,0,0
05/03/2020,2429.447998,0,0
04/03/2020,2428.165039,0,0
03/03/2020,2426.753906,0,0
02/03/2020,2425.36792,0,0
01/03/2020,2424.074951,0,0
29/02/2020,2422.854004,0,50
28/02/2020,0,0,40
27/02/2020,0,0,40
26/02/2020,0,0,40
25/02/2020,2420.481934,0,40
24/02/2020,0,0,40
23/02/2020,2418.318115,0,40
22/02/2020,2416.975098,0,40
21/02/2020,2415.641113,0,40
20/02/2020,2414.022949,0,40
19/02/2020,2411.749023,0,40
18/02/2020,2410.075928,0,40
18/02/2020,2409.36792,0,40
17/02/2020,2408.822998,0,40
17/02/2020,2408.354004,0,40
17/02/2020,2407.914063,0,40
16/02/2020,2407.419922,0,40
16/02/2020,2406.690918,0,60
16/02/2020,2405.885986,0,60
15/02/2020,2405.160889,0,60
15/02/2020,2404.38208,0,50
15/02/2020,2403.553955,0,50
14/02/2020,2402.756104,0,50
14/02/2020,2401.954102,0,55
14/02/2020,2401.123047,0,55
13/02/2020,2400.263916,0,55
13/02/2020,2399.420898,0,58
13/02/2020,2398.606934,0,58
12/02/2020,2397.74707,0,58
12/02/2020,2396.897949,0,58
12/02/2020,2396.079102,0,160
11/02/2020,2395.218018,0,160
11/02/2020,2394.36792,0,70
11/02/2020,2393.552979,0,70
10/02/2020,2392.693115,0,70
09/02/2020,2391.833008,0,70
09/02/2020,2388.488037,0,80
08/02/2020,2387.641113,0,80
08/02/2020,2386.806885,0,90
08/02/2020,2385.980957,0,90
07/02/2020,2385.115967,0,90
07/02/2020,2384.256104,0,90
07/02/2020,2383.427979,0,90
06/02/2020,2382.541016,0,90
06/02/2020,2381.718994,0,100
06/02/2020,2380.905029,0,100
05/02/2020,2380.12207,0,100
05/02/2020,2379.253906,0,90
05/02/2020,2378.436035,0,90
04/02/2020,2377.552979,0,90
04/02/2020,2376.714111,0,100
04/02/2020,2375.897949,0,100
03/02/2020,2375.041016,0,100
03/02/2020,2374.187988,0,100
03/02/2020,2373.370117,0,100
02/02/2020,2372.511963,0,100
01/02/2020,2369.110107,0,100
01/02/2020,2368.290039,0,120
31/01/2020,2367.499023,0,120
31/01/2020,2366.685059,0,100
31/01/2020,2365.871094,0,100
30/01/2020,2365.063965,0,100
30/01/2020,2364.371094,0,100
30/01/2020,2363.541992,0,100
29/01/2020,2362.623047,0,100
29/01/2020,2361.781006,0,100
29/01/2020,2360.960938,0,100
28/01/2020,2360.175049,0,100
28/01/2020,2359.365967,0,110
28/01/2020,2358.549072,0,110
27/01/2020,2357.687988,0,110
27/01/2020,2356.816895,0,100
27/01/2020,2356.006104,0,100
26/01/2020,2355.149902,0,100
26/01/2020,2354.293945,0,90
26/01/2020,2353.47998,0,90
25/01/2020,2352.629883,0,90
25/01/2020,2351.792969,0,90
25/01/2020,2350.98291,0,90
24/01/2020,2350.134033,0,90
24/01/2020,2349.458008,0,90
24/01/2020,2348.850098,0,90
23/01/2020,2348.124023,0,90
23/01/2020,2347.4729,0,90
23/01/2020,2346.816895,0,90
22/01/2020,2346.12207,0,90
22/01/2020,2345.620117,0,90
22/01/2020,2345.172119,0,90
21/01/2020,2344.576904,0,90
21/01/2020,2343.939941,0,90
21/01/2020,2343.263916,0,90
20/01/2020,2342.605957,0,90
20/01/2020,2341.97998,0,90
20/01/2020,2341.365967,0,90
19/01/2020,2340.658936,0,90
19/01/2020,2339.990967,0,90
19/01/2020,2339.35791,0,90
18/01/2020,2338.700928,0,90
18/01/2020,2337.793945,0,110
18/01/2020,2337.184082,0,110
17/01/2020,2336.468018,0,110
17/01/2020,2335.826904,0,110
17/01/2020,2335.176025,0,110
16/01/2020,2334.483887,0,110
16/01/2020,2333.753906,0,120
16/01/2020,2333.021973,0,120
15/01/2020,2332.24292,0,120
15/01/2020,2331.538086,0,120
15/01/2020,2330.728027,0,120
14/01/2020,2330.045898,0,120
14/01/2020,2329.209961,0,100
14/01/2020,2328.36499,0,100
13/01/2020,2327.48291,0,100
13/01/2020,2326.612061,0,100
13/01/2020,2325.825928,0,100
12/01/2020,2324.965088,0,90
12/01/2020,2324.038086,0,90
12/01/2020,2323.178955,0,90
11/01/2020,2322.284912,0,90
11/01/2020,2321.412109,0,110
11/01/2020,2320.574951,0,110
10/01/2020,2319.687988,0,110
10/01/2020,2318.802002,0,110
10/01/2020,2318.023926,0,110
09/01/2020,2317.137939,0,110
09/01/2020,2316.274902,0,100
09/01/2020,2315.427979,0,100
08/01/2020,2314.521973,0,100
08/01/2020,2313.653076,0,120
08/01/2020,2312.648926,0,120
07/01/2020,2311.766113,0,120
07/01/2020,2310.906006,0,120
07/01/2020,2309.916992,0,120
06/01/2020,2308.968018,0,120
06/01/2020,2308.043945,0,130
06/01/2020,2307.105957,0,130
05/01/2020,2306.233887,0,130
05/01/2020,2305.311035,0,100
05/01/2020,2304.49707,0,100
04/01/2020,2303.518066,0,100
04/01/2020,2302.596924,0,100
04/01/2020,2301.649902,0,100
03/01/2020,2300.681885,0,100
03/01/2020,2299.748047,0,80
03/01/2020,2298.965088,0,80
02/01/2020,2297.989014,0,80
02/01/2020,2297.058105,0,80
02/01/2020,2296.112061,0,80
01/01/2020,2294.205078,0,80
01/01/2020,2293.388916,0,80
31/12/2019,2292.496094,0,80
31/12/2019,2291.564941,0,110
31/12/2019,2290.614014,0,110
30/12/2019,2289.634033,0,110
30/12/2019,2288.689941,0,100
30/12/2019,2287.679932,0,100
29/12/2019,2286.864014,0,100
29/12/2019,2285.961914,0,130
29/12/2019,2285.022949,0,130
28/12/2019,2284.069092,0,130
28/12/2019,2283.165039,0,130
28/12/2019,2282.237061,0,130
27/12/2019,2281.285889,0,130
27/12/2019,2280.379883,0,130
27/12/2019,2279.450928,0,130
26/12/2019,2278.496094,0,130
26/12/2019,2277.592041,0,130
26/12/2019,2276.668945,0,130
25/12/2019,2275.711914,0,130
25/12/2019,2274.810059,0,120
25/12/2019,2273.875977,0,120
24/12/2019,2272.927002,0,120
24/12/2019,2272.029053,0,120
24/12/2019,2271.108887,0,120
23/12/2019,2270.157959,0,120
23/12/2019,2268.330078,0,130
22/12/2019,2267.396973,0,130
22/12/2019,2266.487061,0,130
22/12/2019,2265.543945,0,130
21/12/2019,2264.577881,0,130
21/12/2019,2263.650879,0,130
21/12/2019,2262.726074,0,150
20/12/2019,2261.76709,0,150
20/12/2019,2260.970947,0,150
20/12/2019,2260.092041,0,150
19/12/2019,2258.194092,0,110
18/12/2019,2255.38501,0,110
18/12/2019,2254.417969,0,110
17/12/2019,2253.464111,0,110
17/12/2019,2252.572021,0,110
17/12/2019,2251.613037,0,110
16/12/2019,2250.653076,0,110
16/12/2019,2249.743896,0,110
16/12/2019,2248.864014,0,110
15/12/2019,2247.913086,0,110
15/12/2019,2247.012939,0,110
15/12/2019,2246.169922,0,110
14/12/2019,2245.327881,0,110
14/12/2019,2244.419922,0,110
14/12/2019,2243.504883,0,110
13/12/2019,2242.551025,0,110
13/12/2019,2241.647949,0,110
13/12/2019,2240.730957,0,110
12/12/2019,2239.775879,0,110
12/12/2019,2238.864014,0,110
12/12/2019,2237.947021,0,110
11/12/2019,2236.988037,0,110
11/12/2019,2236.083984,0,110
11/12/2019,2235.1521,0,110
10/12/2019,2234.337891,0,110
10/12/2019,2233.434082,0,110
10/12/2019,2232.519043,0,110
09/12/2019,2231.566895,0,110
09/12/2019,2230.628906,0,110
08/12/2019,2228.853027,0,110
08/12/2019,2227.952881,0,110
08/12/2019,2227.029053,0,110
07/12/2019,2226.082031,0,110
07/12/2019,2225.175049,0,120
07/12/2019,2224.254883,0,120
06/12/2019,2223.301025,0,120
06/12/2019,2222.385986,0,120
06/12/2019,2221.448975,0,120
05/12/2019,2220.493896,0,120
05/12/2019,2219.583984,0,120
05/12/2019,2218.603027,0,110
04/12/2019,2217.636963,0,110
04/12/2019,2216.708008,0,120
04/12/2019,2215.774902,0,120
03/12/2019,2214.815918,0,120
03/12/2019,2213.88501,0,110
03/12/2019,2212.955078,0,110
02/12/2019,2212.006104,0,110
02/12/2019,2211.100098,0,110
02/12/2019,2210.175049,0,110
01/12/2019,2209.229004,0,110
01/12/2019,2208.320068,0,110
01/12/2019,2207.396973,0,110
30/11/2019,2206.450928,0,110
30/11/2019,2205.522949,0,110
30/11/2019,2204.586914,0,110
29/11/2019,2203.637939,0,110
29/11/2019,2202.733887,0,110
29/11/2019,2201.814941,0,110
28/11/2019,2200.861084,0,110
28/11/2019,2200.861084,0,110
28/11/2019,2200.861084,0,110
28/11/2019,2199.966064,0,110
28/11/2019,2199.038086,0,110
27/11/2019,2198.089111,0,110
27/11/2019,2197.184082,0,110
27/11/2019,2196.23999,0,110
26/11/2019,2195.295898,0,110
26/11/2019,2194.394043,0,110
26/11/2019,2193.467041,0,110
25/11/2019,2192.51709,0,110
25/11/2019,2191.616943,0,110
25/11/2019,2190.688965,0,110
24/11/2019,2189.720947,0,110
24/11/2019,0,0,100
24/11/2019,2187.841064,0,100
23/11/2019,2186.8479,0,100
23/11/2019,2185.928955,0,100
23/11/2019,2184.989014,0,100
22/11/2019,2184.012939,0,100
22/11/2019,2183.080078,0,100
22/11/2019,2182.135986,0,110
21/11/2019,2181.186035,0,110
21/11/2019,2180.289063,0,90
21/11/2019,2179.327881,0,90
20/11/2019,2178.38208,0,90
20/11/2019,2177.470947,0,90
20/11/2019,2176.545898,0,90
19/11/2019,2175.596924,0,90
19/11/2019,2174.702881,0,100
19/11/2019,2173.778076,0,100
18/11/2019,2172.832031,0,100
18/11/2019,2171.935059,0,100
18/11/2019,2171.014893,0,100
17/11/2019,2170.075928,0,100
17/11/2019,2169.166016,0,100
17/11/2019,2168.256104,0,100
16/11/2019,2167.309082,0,100
16/11/2019,2166.375,0,100
16/11/2019,2165.436035,0,100
15/11/2019,2164.470947,0,100
15/11/2019,2163.530029,0,100
15/11/2019,2162.625977,0,100
14/11/2019,2161.684082,0,100
14/11/2019,2160.781006,0,100
14/11/2019,2159.86792,0,100
13/11/2019,2158.920898,0,100
13/11/2019,2158.01709,0,100
13/11/2019,2157.090088,0,100
12/11/2019,2156.145996,0,100
12/11/2019,2155.241943,0,95
12/11/2019,2154.322998,0,95
11/11/2019,2153.378906,0,95
11/11/2019,2152.468018,0,95
11/11/2019,2151.548096,0,95
11/11/2019,2151.548096,0,95
10/11/2019,2150.602051,0,95
10/11/2019,2150.602051,0,95
10/11/2019,2149.689941,0,95
10/11/2019,2148.753906,0,95
09/11/2019,2147.812988,0,95
09/11/2019,2146.9021,0,95
09/11/2019,2145.952881,0,95
08/11/2019,2145.010986,0,95
08/11/2019,2144.0979,0,90
08/11/2019,2143.181885,0,90
07/11/2019,2142.249023,0,90
07/11/2019,2141.353027,0,100
07/11/2019,2140.435059,0,100
06/11/2019,2139.612061,0,100
06/11/2019,2138.691895,0,90
06/11/2019,2137.783936,0,90
05/11/2019,2136.851074,0,90
05/11/2019,2135.943115,0,95
05/11/2019,2135.025879,0,95
04/11/2019,2134.083984,0,95
04/11/2019,2133.167969,0,90
04/11/2019,2132.26709,0,90
03/11/2019,2131.324951,0,90
03/11/2019,2130.408936,0,95
03/11/2019,2129.490967,0,95
03/11/2019,2129.490967,0,95
02/11/2019,2128.559082,0,95
02/11/2019,2127.665039,0,90
02/11/2019,2126.749023,0,90
01/11/2019,2125.811035,0,90
01/11/2019,2124.88501,0,90
01/11/2019,2123.976074,0,90
31/10/2019,2123.033936,0,90
31/10/2019,2122.129883,0,90
31/10/2019,2121.022949,0,90
30/10/2019,2120.169922,0,90
30/10/2019,2119.281982,0,90
30/10/2019,2118.333984,0,90
29/10/2019,2117.503906,0,90
29/10/2019,2116.656006,0,120
29/10/2019,2115.691895,0,120
28/10/2019,2114.73291,0,120
28/10/2019,2113.839111,0,150
28/10/2019,2112.916992,0,150
27/10/2019,2111.977051,0,150
27/10/2019,2110.160889,0,120
26/10/2019,2109.214111,0,120
26/10/2019,2108.316895,0,120
26/10/2019,2107.394043,0,120
25/10/2019,2106.455078,0,120
25/10/2019,2105.570068,0,120
25/10/2019,2104.643066,0,120
24/10/2019,2103.700928,0,120
24/10/2019,2102.810059,0,120
24/10/2019,2101.883057,0,120
23/10/2019,2100.940918,0,120
23/10/2019,2100.059082,0,120
23/10/2019,2099.120117,0,120
22/10/2019,2098.187988,0,120
22/10/2019,2097.299072,0,120
22/10/2019,2096.37207,0,120
21/10/2019,2095.436035,0,120
20/10/2019,2092.681885,0,120
20/10/2019,2091.794922,0,120
20/10/2019,2090.87207,0,120
19/10/2019,2089.934082,0,120
19/10/2019,2089.035889,0,170
19/10/2019,2088.120117,0,170
18/10/2019,2087.180908,0,170
18/10/2019,2086.288086,0,170
18/10/2019,2085.353027,0,170
17/10/2019,2084.416992,0,170
17/10/2019,2083.62793,0,170
17/10/2019,2082.625,0,170
16/10/2019,2081.683105,0,170
16/10/2019,2080.781982,0,180
16/10/2019,2079.879883,0,180
15/10/2019,2078.948975,0,180
15/10/2019,2078.0271,0,170
15/10/2019,2077.060059,0,170
14/10/2019,2076.12793,0,170
14/10/2019,2075.177002,0,170
14/10/2019,2074.191895,0,170
13/10/2019,2073.220947,0,170
13/10/2019,2072.314941,0,160
13/10/2019,2072.314941,0,160
12/10/2019,2070.435059,0,160
12/10/2019,2069.532959,0,160
12/10/2019,2068.629883,0,160
11/10/2019,2067.686035,0,160
11/10/2019,2066.775879,0,160
11/10/2019,2065.870117,0,160
10/10/2019,2064.940918,0,160
10/10/2019,2064.024902,0,160
10/10/2019,2063.136963,0,160
09/10/2019,2062.206055,0,160
09/10/2019,2061.299072,0,150
09/10/2019,2060.313965,0,150
08/10/2019,2059.38501,0,150
08/10/2019,2058.483887,0,150
08/10/2019,2057.570068,0,150
07/10/2019,2056.643066,0,150
07/10/2019,2055.748047,0,160
07/10/2019,2054.832031,0,160
06/10/2019,2053.898926,0,160
06/10/2019,2052.999023,0,150
06/10/2019,2052.063965,0,150
05/10/2019,2050.403076,0,150
05/10/2019,2050.274902,0,150
05/10/2019,2049.356934,0,150
04/10/2019,2047.522949,0,150
04/10/2019,2046.595947,0,150
03/10/2019,2045.668945,0,150
03/10/2019,2044.762939,0,130
03/10/2019,2043.848022,0,130
02/10/2019,2042.915039,0,130
02/10/2019,2041.092041,0,130
01/10/2019,2040.161987,0,130
01/10/2019,2039.275024,0,130
01/10/2019,2039.275024,0,140
01/10/2019,2038.348022,0,140
30/09/2019,2037.411987,0,140
30/09/2019,2036.526978,0,140
29/09/2019,2033.775024,0,140
29/09/2019,2032.873047,0,140
28/09/2019,2031.947021,0,140
28/09/2019,2031.03894,0,140
28/09/2019,2030.125,0,140
28/09/2019,2029.704956,0,130
27/09/2019,2029.187012,0,140
27/09/2019,2028.275024,0,140
27/09/2019,2027.322021,0,140
26/09/2019,2026.384033,0,140
26/09/2019,0,0,140
25/09/2019,0,0,140
25/09/2019,0,0,140
25/09/2019,0,0,140
24/09/2019,2020.779053,0,140
24/09/2019,2019.874023,0,140
24/09/2019,2018.920044,0,140
23/09/2019,2017.980957,0,140
23/09/2019,2017.084961,0,140
23/09/2019,2016.119019,0,140
22/09/2019,2015.175049,0,140
22/09/2019,2013.307983,0,140
21/09/2019,2012.36499,0,140
21/09/2019,2011.44397,0,140
21/09/2019,2010.536987,0,140
20/09/2019,2009.598022,0,140
20/09/2019,2007.77002,0,140
19/09/2019,2005.935059,0,140
19/09/2019,2004.993042,0,140
18/09/2019,2004.063965,0,140
18/09/2019,2003.168945,0,140
18/09/2019,2002.232056,0,140
17/09/2019,2001.296997,0,140
17/09/2019,2000.406006,0,140
17/09/2019,1998.921997,0,140
16/09/2019,1998.529053,0,140
16/09/2019,1993.005005,0,140
15/09/2019,1993.005005,0,140
15/09/2019,1993.005005,0,140
15/09/2019,1993.005005,0,140
14/09/2019,1993.005005,0,140
14/09/2019,1991.400024,0,140
14/09/2019,1991.199951,0,140
13/09/2019,1990.259033,0,140
13/09/2019,1989.348999,0,140
13/09/2019,1983.650024,0,140
12/09/2019,1983.650024,0,140
12/09/2019,1983.650024,0,145
12/09/2019,1983.650024,0,145
11/09/2019,1983.650024,0,145
11/09/2019,1983.650024,0,140
11/09/2019,1981.017944,0,140
10/09/2019,1981.017944,0,130
10/09/2019,1981.017944,0,130
10/09/2019,1980.160034,0,130
09/09/2019,1978.332031,0,130
09/09/2019,1977.41394,0,130
08/09/2019,1973.402954,0,140
08/09/2019,1973.402954,0,140
07/09/2019,1973.402954,0,140
07/09/2019,1972.831055,0,130
07/09/2019,1971.902954,0,130
06/09/2019,1970.062988,0,130
06/09/2019,1969.136963,0,130
05/09/2019,1966.392944,0,130
04/09/2019,1965.462036,0,130
04/09/2019,1964.562012,0,130
04/09/2019,1963.628052,0,130
03/09/2019,1961.813965,0,130
03/09/2019,1960.838013,0,130
02/09/2019,1958.146973,0,130
01/09/2019,1956.312988,0,130
01/09/2019,1955.389038,0,130
18/09/2022,185.90625,803,140
17/09/2022,185.09375,803,140
16/09/2022,185,778,140
15/09/2022,182.1875,767,140
14/09/2022,189.90625,466,140
13/09/2022,175.3125,854,120
12/09/2022,185.875,408,120
11/09/2022,155.40625,822,140
10/09/2022,187.3125,816,140
09/09/2022,182.5,793,150
08/09/2022,188.09375,824,150
07/09/2022,181.6875,816,120
06/09/2022,186.625,806,100
05/09/2022,179.1875,806,80
04/09/2022,181.40625,805,60
03/09/2022,181.59375,792,130
02/09/2022,187.40625,807,110
01/09/2022,181.28125,796,110
31/08/2022,189.625,816,120
30/08/2022,177.875,784,150
29/08/2022,183.3125,841,160
28/08/2022,180.40625,823,130
27/08/2022,185.09375,823,130
26/08/2022,182,867,130
25/08/2022,182.40625,816,110
24/08/2022,177.5,814,110
23/08/2022,184,836,110
22/08/2022,180.6875,821,110
21/08/2022,182.5,837,130
20/08/2022,179.59375,831,140
19/08/2022,183.625,762,140
18/08/2022,180.875,851,120
17/08/2022,185.125,819,90
16/08/2022,176.5,780,150
15/08/2022,182.6875,772,140
14/08/2022,0,817,100
13/08/2022,186.71875,811,150
12/08/2022,173.5,834,140
11/08/2022,171.90625,821,130
10/08/2022,164.875,831,140
09/08/2022,165.8125,803,150
08/08/2022,164.59375,808,170
07/08/2022,164.40625,804,160
06/08/2022,161.40625,831,160
05/08/2022,167.28125,801,100
04/08/2022,168.40625,826,160
03/08/2022,173.21875,813,150
02/08/2022,166.59375,820,160
01/08/2022,167.1875,808,160
31/07/2022,164.90625,832,170
30/07/2022,213,804,150
29/07/2022,191,804,150
28/07/2022,193.59375,806,170
27/07/2022,187.5,859,150
26/07/2022,188.875,853,140
26/07/2022,188.71875,853,140
25/07/2022,190.78125,812,130
24/07/2022,185.90625,774,150
23/07/2022,191.8125,808,160
22/07/2022,187.875,805,150
21/07/2022,192.8125,824,160
20/07/2022,0,806,170
19/07/2022,0,899,180
18/07/2022,0,784,180
17/07/2022,0,815,180
16/07/2022,0,797,180
15/07/2022,0,591,170
14/07/2022,0,823,170
13/07/2022,0,798,160
12/07/2022,0,854,150
11/07/2022,0,760,210
10/07/2022,0,813,210
09/07/2022,0,793,260
08/07/2022,0,815,290
07/07/2022,0,807,280
06/07/2022,0,858,270
05/07/2022,0,738,270
04/07/2022,0,773,280
03/07/2022,0,746,250
02/07/2022,0,726,210
01/07/2022,0,695,230
30/06/2022,0,818,250
29/06/2022,0,809,270
28/06/2022,0,770,280
27/06/2022,0,803,290
26/06/2022,0,816,270
25/06/2022,0,816,300
24/06/2022,0,791,260
23/06/2022,0,817,260
22/06/2022,0,796,260
21/06/2022,0,795,260
20/06/2022,183.40625,760,260
19/06/2022,180.1875,798,250
18/06/2022,185.1875,819,300
17/06/2022,175.625,202,300
16/06/2022,158.78125,148,300
15/06/2022,129.5,806,300
14/06/2022,214.90625,848,300
13/06/2022,199,815,290
12/06/2022,197.3125,821,220
11/06/2022,203.28125,822,250
10/06/2022,198.8125,810,290
09/06/2022,203.1875,808,290
08/06/2022,206.40625,779,280
07/06/2022,199.40625,808,280
06/06/2022,207.8125,728,300
05/06/2022,196.1875,802,300
04/06/2022,207.5,812,280
03/06/2022,202.8125,805,250
02/06/2022,0,803,240
01/06/2022,207.5,803,240
31/05/2022,235.78125,798,270
30/05/2022,211.1875,795,270
29/05/2022,217.71875,773,260
28/05/2022,213.28125,812,260
27/05/2022,214.40625,816,270
26/05/2022,0,811,270
25/05/2022,212.59375,817,270
24/05/2022,211.21875,810,260
23/05/2022,212.875,771,250
22/05/2022,208,797,220
21/05/2022,212.71875,816,220
20/05/2022,204.6875,739,220
19/05/2022,205.21875,719,220
18/05/2022,203.1875,739,270
17/05/2022,205.90625,807,190
16/05/2022,206.5,775,270
15/05/2022,214.40625,741,270
14/05/2022,206.1875,787,240
13/05/2022,211.71875,754,250
12/05/2022,210.28125,802,250
11/05/2022,208.8125,802,250
10/05/2022,211.6875,833,270
09/05/2022,204.71875,800,270
08/05/2022,204.09375,846,270
07/05/2022,206.90625,814,250
06/05/2022,202.6875,830,250
05/05/2022,0,807,180
04/05/2022,0,802,250
03/05/2022,206.1875,805,230
02/05/2022,201.90625,785,270
01/05/2022,210,898,220
30/04/2022,206.40625,823,220
29/04/2022,207.28125,801,260
28/04/2022,205.5,827,250
27/04/2022,209.90625,808,250
26/04/2022,204.3125,839,260
25/04/2022,208.875,816,260
24/04/2022,203.125,830,210
23/04/2022,207.1875,821,250
22/04/2022,0,802,210
21/04/2022,207.90625,730,210
20/04/2022,199.09375,801,210
19/04/2022,206.78125,800,230
18/04/2022,203.21875,796,230
17/04/2022,211.1875,813,250
16/04/2022,203.59375,821,250
15/04/2022,207.625,801,230
14/04/2022,205.1875,814,240
13/04/2022,202.8125,856,240
12/04/2022,200.1875,756,240
11/04/2022,208.6875,786,190
10/04/2022,205.3125,824,250
09/04/2022,204.3125,796,250
08/04/2022,201.59375,807,240
07/04/2022,206.40625,799,260
06/04/2022,200,829,260
05/04/2022,204.09375,809,260
04/04/2022,201.1875,803,280
03/04/2022,205,816,240
02/04/2022,200,808,280
01/04/2022,204.71875,794,300
31/03/2022,200.1875,756,270
30/03/2022,205.8125,806,290
